Generated on 10/26/2019 23:12:10

__________________________________________________________________

EVALUATION OF MATCHING BETWEEN 400 STUDENTS AND 20 OFFERINGS:

Percentage of each choice out of all students
Choice 1:,62.750%
Choice 2:,26.000%
Choice 3:,8.500%
Choice 4:,1.750%
Choice 5:,0.500%
Arbitrary:,0.500%

Percentage full for each intensive:
ID,Percent of capacity filled
0:,40.000%,(10 students),(25 max)
1:,84.000%,(21 students),(25 max)
2:,100.000%,(25 students),(25 max)
3:,72.000%,(18 students),(25 max)
4:,100.000%,(25 students),(25 max)
5:,100.000%,(25 students),(25 max)
6:,60.000%,(15 students),(25 max)
7:,100.000%,(25 students),(25 max)
8:,60.000%,(15 students),(25 max)
9:,68.000%,(17 students),(25 max)
10:,100.000%,(25 students),(25 max)
11:,68.000%,(17 students),(25 max)
12:,100.000%,(25 students),(25 max)
13:,52.000%,(13 students),(25 max)
14:,100.000%,(25 students),(25 max)
15:,96.000%,(24 students),(25 max)
16:,0.000%,(0 students),(25 max)
17:,100.000%,(25 students),(25 max)
18:,100.000%,(25 students),(25 max)
19:,100.000%,(25 students),(25 max)

Average Percent Full:,80.000%
Min Percent Full:,0.000% with 0 students
Max Percent Full:,100.000% with 25 students

Grade-wise stats: 

Freshmen: 
Choice 1:,56.311%
Choice 2:,28.155%
Choice 3:,11.650%
Choice 4:,2.913%
Choice 5:,0.971%
Arbitrary:,0.000%

Sophomores: 
Choice 1:,63.107%
Choice 2:,26.214%
Choice 3:,7.767%
Choice 4:,1.942%
Choice 5:,0.000%
Arbitrary:,0.971%

Juniors: 
Choice 1:,64.000%
Choice 2:,24.000%
Choice 3:,8.000%
Choice 4:,2.000%
Choice 5:,1.000%
Arbitrary:,1.000%

Seniors: 
Choice 1:,68.085%
Choice 2:,25.532%
Choice 3:,6.383%
Choice 4:,0.000%
Choice 5:,0.000%
Arbitrary:,0.000%

__________________________________________________________________
